,A,B,C,D,E,F,G
10696,04,14,12,24,37,30,25
10695,05,10,04,21,25,20,32
10694,41,17,35,08,40,47,12
10693,46,19,11,09,34,24,42
10692,03,15,36,49,21,38,18
10691,39,17,38,27,05,30,47
10690,18,46,17,33,47,49,03
10689,10,44,08,38,13,35,32
10688,25,03,41,31,10,44,09
10687,05,13,43,35,09,04,42
10686,48,11,13,46,03,28,44
10685,14,26,35,18,13,05,45
10684,05,24,46,12,01,14,49
10683,18,47,39,01,13,36,37
10682,47,23,41,34,19,22,28
10681,14,26,42,41,21,39,32
10680,30,39,03,33,07,32,25
10679,05,26,21,45,49,34,30
10678,33,03,46,15,22,05,24
10677,08,46,30,05,11,42,31
10676,25,03,04,21,19,35,31
10675,42,06,16,37,30,40,13
10674,26,31,38,41,42,14,24
10673,31,05,36,39,37,12,11
10672,11,42,45,02,17,14,20
10671,05,36,09,43,17,41,40
10670,18,07,38,17,11,49,44
10669,45,49,19,30,46,25,13
10668,32,39,01,40,08,33,31
10667,34,01,41,26,22,45,33
10666,25,14,04,40,15,21,06
10665,45,07,25,11,24,37,22
10664,23,25,09,31,10,18,47
10663,10,31,45,37,47,18,22
10662,40,35,17,10,02,36,33
10661,04,30,32,19,41,08,40
10660,07,44,49,33,25,24,20
10659,03,22,06,12,35,28,40
10658,19,47,09,37,07,35,12
10657,49,17,29,36,22,13,45
10656,19,08,22,14,47,23,11
10655,49,31,20,32,16,14,44
10654,32,18,33,35,14,16,07
10653,24,04,44,20,16,39,05
10652,49,40,15,14,24,21,23
10651,15,44,19,33,23,46,29
10650,38,25,47,40,04,36,21
10649,18,37,08,23,39,03,17
10648,03,08,31,37,30,39,42
10647,19,13,40,02,28,30,39
10646,13,22,07,12,49,41,20
10645,04,21,01,39,08,34,37
10644,39,41,33,43,24,14,44
10643,13,07,04,21,35,32,43
10642,37,14,25,28,29,04,08
10641,33,40,19,10,09,47,42
10640,08,45,23,36,35,44,49
10639,03,40,01,32,15,43,30
10638,19,17,34,13,12,37,25
10637,09,48,34,12,28,43,07
10636,10,40,26,49,29,28,35
10635,31,02,09,30,37,36,08
10634,30,39,33,45,10,34,42
10633,37,15,47,04,19,34,03
10632,48,47,14,35,30,44,36
10631,10,27,13,09,32,15,30
10630,43,31,09,33,35,36,04
10629,35,34,33,45,11,44,46
10628,05,06,37,09,38,48,44
10627,38,02,43,06,48,13,30
10626,20,41,06,11,03,19,43
10625,40,43,41,48,49,19,29
10624,16,12,03,15,40,02,08
10623,24,14,47,40,38,07,39
10622,11,39,21,45,44,12,38
10621,43,32,23,36,49,05,42
10620,13,12,02,33,39,49,25
10619,44,41,19,09,14,06,07
10618,35,48,47,04,38,33,36
10617,14,40,04,46,26,11,30
10616,14,08,03,35,11,48,10
10615,20,10,43,14,40,07,12
10614,15,35,07,08,44,28,40
10613,12,39,43,18,16,15,26
10612,30,15,10,04,22,14,01
10611,45,34,29,09,17,28,37
10610,30,49,46,19,04,28,08
10609,43,14,15,26,13,45,30
10608,11,35,14,07,36,32,40
10607,31,26,13,03,23,08,39
10606,41,19,06,25,18,29,40
10605,07,41,13,45,42,37,44
10604,17,24,28,26,19,05,40
10603,12,25,17,04,30,36,21
10602,18,30,48,28,44,41,31
10601,01,08,39,32,19,34,22
10600,49,11,20,33,37,05,01
10599,35,16,44,39,10,02,09
10598,13,01,37,24,30,20,41
10597,22,11,28,14,03,40,32
10596,45,30,40,47,49,24,19
10595,49,36,27,44,32,38,09
10594,20,17,33,19,42,29,11
10593,47,08,02,42,33,24,29
10592,43,29,20,21,34,48,05
10591,47,43,46,04,15,36,45
10590,41,10,28,42,19,14,20
10589,13,03,18,10,33,07,08
10588,03,12,42,36,30,41,13
10587,22,12,45,32,27,04,46
10586,09,40,12,35,21,29,22
10585,43,31,47,30,32,34,16
10584,49,04,17,30,14,26,21
10583,38,26,35,22,31,20,02
10582,04,28,49,45,22,29,06
10581,21,32,18,20,04,01,02
10580,13,42,17,24,15,28,32
10579,16,05,37,20,29,46,38
10578,49,16,43,07,14,18,06
